"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Class"	"Cluster_name"	"Gene"	"n"
"320"	"sp2807"	347.018131859278	-2.54769217522835	0.536232840663846	-4.75109314840611	2.02319899032543e-06	8.93261441011606e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_17_AM746675"	33
"335"	"sp2822"	314.521354399131	-2.55076895131324	0.514610374533319	-4.95669943231603	7.17007656564161e-07	3.4593771471343e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_32_EF592571"	33
"470"	"sp512"	12.0772505915027	-2.55395316133501	0.773206944573005	-3.30306547200685	0.000956340565496388	0.00241928316028275	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-2_1_X91840"	20
"332"	"sp2819"	415.062014913388	-2.55631912793371	0.515165716675159	-4.9621297481362	6.97243916433611e-07	3.38145236156404e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_29_AJ746361"	33
"327"	"sp2814"	353.911180698646	-2.56004915830875	0.552938144902681	-4.62990152137059	3.65839679879934e-06	1.52189306830053e-05	"Sulphonamide"	"sul1_11_clust"	"sul1_24_EU117158"	32
"262"	"sp2552"	16.8080646141445	-2.56710681542367	0.833899866153325	-3.0784353369253	0.00208090684115841	0.00473899952147025	"Betalactam"	"erm(47)_1"	"erm(47)_1_KU612222"	19
"476"	"sp520"	9.55239806469702	-2.57311246442921	0.747240122543739	-3.44348809278319	0.000574261880762244	0.0016045048369954	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-14_1_AJ555825"	19
"483"	"sp528"	9.68689542714747	-2.57790075331347	0.776966549446067	-3.31790442606746	0.000906955120094451	0.00231942620876614	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-23_1_DQ438952"	19
"326"	"sp2813"	171.315223181045	-2.5794312636395	0.517099794601088	-4.98826588324093	6.09236830157412e-07	3.04944210175047e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_23_AJ621187"	32
"117"	"sp177"	383.198135495655	-2.58015187198466	0.636249149250817	-4.05525394418647	5.00798654050974e-05	0.000172969572026462	"Aminoglycoside"	"aadA13_2_clust"	"aadA13_1_AY713504"	31
"144"	"sp2044"	9.78512939844798	-2.58040555936197	0.819988072240404	-3.14688182269736	0.00165021644570449	0.00386007705136151	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-147_1_KY563765"	15
"425"	"sp304"	64.7734855645812	-2.5811784288133	0.809304210820752	-3.18937970951074	0.00142578463761591	0.00341313151101917	"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-392_1_AB901044"	25
"501"	"sp555"	9.85451456153994	-2.58140710274921	0.806143148887111	-3.20216962249554	0.00136396657024047	0.0032819349864912	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-56_1_HQ322613"	17
"328"	"sp2815"	338.467373887221	-2.58497603255993	0.494988722258471	-5.22229278429927	1.76721260584779e-07	1.00860426772776e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_25_AY878717"	33
"169"	"sp2099"	9.7474395671502	-2.58739596084221	0.787819974307901	-3.28424772818845	0.00102254997360182	0.00255910902484306	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-16_1_AJ781421"	20
"307"	"sp2788"	54.2936484773562	-2.58849272320211	0.737119341184476	-3.5116331624709	0.000445362281684567	0.00127824057712366	"Aminoglycoside"	"aac(6')-IIb_1_clust"	"ARR-2_1_HQ141279"	23
"246"	"sp2503"	157.70979850973	-2.58950560174444	0.736824870896038	-3.51441123125417	0.000440729946504248	0.00126930224593223	"Macrolide"	"ere(A)_5_clust"	"ere(A)_1_AY183453"	29
"487"	"sp532"	12.3218262792446	-2.5947920364447	0.80958948166851	-3.205071329604	0.00135029013466715	0.00325740094342384	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-27_1_EU515250"	18
"321"	"sp2808"	367.258139019424	-2.59538406586213	0.513269692937582	-5.05656987266878	4.2686451659369e-07	2.25731744368189e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_18_AY260546"	33
"316"	"sp2803"	303.521901226006	-2.60905323408352	0.507189011894783	-5.14414384557836	2.68743564455467e-07	1.49728557339475e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_10_DQ143913"	33
"317"	"sp2804"	407.594293197528	-2.61208640346257	0.518503609820914	-5.03774005423946	4.71060584396376e-07	2.43598180660225e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_11_DQ914960"	33
"143"	"sp2043"	10.214113834052	-2.61666433431994	0.869557861308546	-3.00918944069148	0.00261945727638539	0.00580998106800173	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-148_1_KY624573"	15
"162"	"sp2075"	10.1495409064361	-2.6215008260291	0.826965815461219	-3.17002320654213	0.00152426763324332	0.00361193545497657	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-111_1_KJ155695"	17
"481"	"sp526"	10.0515751634537	-2.62400836446769	0.812988233373906	-3.22760927741604	0.00124829351415574	0.00305065986749287	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-21_1_DQ139328"	17
"557"	"sp95"	24.1525197378589	-2.62560905773459	0.83024948735635	-3.16243381985692	0.00156456293455268	0.00368874283813933	"Aminoglycoside"	"aph(2'')-Ib_2_clust"	"aph(2'')-Ib_3_KF652098"	19
"163"	"sp2078"	10.0693345334389	-2.6525216893743	0.744617205169557	-3.5622621542438	0.000367672963216095	0.00110130548844893	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-107_1_GQ162215"	19
"477"	"sp521"	10.4352759872794	-2.65343179007975	0.859541076269714	-3.08703314284324	0.00202165054936858	0.00462656458241807	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-15_1_AJ555823"	16
"322"	"sp2809"	374.353152648994	-2.65643545623097	0.499453508676377	-5.31868414193525	1.04520402776404e-07	6.23128006361238e-07	"Sulphonamide"	"sul1_11_clust"	"sul1_19_DQ125241"	33
"323"	"sp2810"	381.179925449073	-2.65878597174169	0.542593964627762	-4.90013922946178	9.57687634412732e-07	4.50450063221265e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_20_JF262165"	32
"489"	"sp534"	10.5757926795775	-2.66177224127958	0.88482531351026	-3.00824603527656	0.00262760316913533	0.00581427084234201	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-29_1_EF685371"	14
"359"	"sp2847"	430.330368571116	-2.66188523101699	0.518799009149743	-5.1308602832136	2.88420939989925e-07	1.58801176370924e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_39_AY522923"	32
"324"	"sp2811"	335.209978550209	-2.66457137695977	0.52409508233754	-5.08413733835356	3.6930065847517e-07	1.98658285248712e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_21_AJ971344"	33
"329"	"sp2816"	327.18721727969	-2.6676899434137	0.534053005845167	-4.99517822054375	5.87814579574583e-07	2.97402403503681e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_26_AY524415"	33
"331"	"sp2818"	285.195806650425	-2.68132653496106	0.540201074205967	-4.9635712755705	6.92086261946138e-07	3.37392052698742e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_28_JN790946"	32
"393"	"sp2955"	18.5180671874471	-2.68387127880375	0.74565911290052	-3.59932740359577	0.000319041303670523	0.000975891046521599	"Tetracycline"	"tetA(P)_1_clust"	"tetA(P)_2_L20800"	24
"319"	"sp2806"	379.897799404198	-2.68937001095281	0.554649721800728	-4.8487719460518	1.24228138995278e-06	5.67207502924783e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_15_EF667294"	31
"165"	"sp2093"	10.6301083138842	-2.7024945379528	0.825702025070571	-3.2729658592297	0.00106425331669019	0.00264926295784712	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-59_1_NG_048854"	16
"310"	"sp2798"	391.243289256354	-2.70949995019102	0.542111171457147	-4.99805223144198	5.79123004493949e-07	2.94597354459966e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_3_EU855787"	32
"309"	"sp2797"	468.37643597618	-2.70967799586813	0.517849427280877	-5.23255960732853	1.6717871635794e-07	9.65921472290319e-07	"Sulphonamide"	"sul1_11_clust"	"sul1_2_U12338"	33
"333"	"sp2820"	304.305776719586	-2.71192949618124	0.501696658008466	-5.40551636709423	6.46219492180119e-08	4.00570493165955e-07	"Sulphonamide"	"sul1_11_clust"	"sul1_30_JF262178"	33
"356"	"sp2844"	328.519189642856	-2.739068238531	0.542148932927675	-5.05224316082239	4.36651307392519e-07	2.29609900965954e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_34_AY047357"	33
"479"	"sp523"	10.8888787706441	-2.74035510084055	0.805287820374452	-3.40295113313189	0.000666622022003823	0.00180857452926255	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-18_1_AY743434"	18
"499"	"sp553"	10.9729669213909	-2.74980985792795	0.840542265719828	-3.2714712514463	0.00106989465605364	0.00264926295784712	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-54_1_HM544039"	18
"276"	"sp2636"	399.247500486347	-2.74989030454171	0.749704584083629	-3.66796517311272	0.000244488475741536	0.000770509135670295	"Phenicol"	"cat_2"	"cat_2_M35190"	30
"325"	"sp2812"	419.571061821621	-2.77112444412276	0.542106453301407	-5.11177173274128	3.19151329777367e-07	1.74693359457085e-06	"Sulphonamide"	"sul1_11_clust"	"sul1_22_AY115475"	33
"503"	"sp557"	11.204234609416	-2.77126678697444	0.834374523173979	-3.32137033191339	0.000895765944978555	0.0023087078930628	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-58_1_HQ185697"	19
"505"	"sp559"	11.0697055981784	-2.78181874208673	0.771061536199389	-3.60777786400615	0.000308830720764204	0.000950873534984522	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-61_1_JF460795"	19
"10"	"sp107"	11.0267966213506	-2.78370572157322	0.838281836132359	-3.32072770944984	0.0008978308473022	0.0023087078930628	"Aminoglycoside"	"aac(3)-Id_1"	"aac(3)-Id_1_AB114632"	14
"167"	"sp2097"	11.2954871836972	-2.79230272428901	0.844886120986722	-3.30494566655676	0.000949948137006463	0.00240962454265054	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-31_1_EF622224"	15
"493"	"sp541"	11.2843684135657	-2.79546046554564	0.792137689023624	-3.52900828262732	0.000417120075288436	0.00121627535971955	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-38_1_AM931008"	20
"318"	"sp2805"	255.898615579963	-2.80522899004591	0.515541420435533	-5.44132610659301	5.28854009932734e-08	3.32219700199355e-07	"Sulphonamide"	"sul1_11_clust"	"sul1_14_AJ517791"	33
"160"	"sp2066"	11.4104080642518	-2.82416926876064	0.793365639888837	-3.55973226815866	0.0003712330707421	0.00110660558667072	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-121_1_KM507172"	17
"508"	"sp567"	11.9417495368623	-2.87232986355285	0.812604834699953	-3.534719141332	0.000408208791839719	0.00119401071613118	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-69_1_JX049132"	19
"315"	"sp2802"	552.418539399129	-2.90248466309607	0.541219131542647	-5.36286412275018	8.19126240390367e-08	4.97858546107392e-07	"Sulphonamide"	"sul1_11_clust"	"sul1_9_AY963803"	33
"153"	"sp2055"	12.3585345091248	-2.90396538977959	0.861342836054282	-3.37143965007283	0.000747764199154265	0.00199973511545255	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-134_1_KP860987"	18
"482"	"sp527"	12.5254395440789	-2.94366795744249	0.83474903576645	-3.52641073102848	0.000421233143486397	0.00122445410653189	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-22_1_DQ256079"	19
"285"	"sp2652"	80.6849195307023	-2.94714366908233	0.661585678397005	-4.45466666724579	8.40236356672517e-06	3.31840181369399e-05	"Phenicol"	"catA1_1"	"catA1_1_V00622"	28
"548"	"sp896"	44.6431948974238	-2.95416805496441	0.814780203355643	-3.62572389804977	0.00028815310580829	0.000896050853942058	"Betalactam"	"blaOXA-392_1_clust"	"blaOXA-47_1_AY237830"	22
"490"	"sp535"	12.5854199068989	-2.96018569536555	0.832977165845037	-3.55374170714812	0.000379792019832419	0.00111787839799731	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-32_1_EU496815"	17
"374"	"sp2896"	631.933799157595	-2.98064893096612	0.59082704604525	-5.04487557046912	4.53816599676065e-07	2.35984631831554e-06	"Tetracycline"	"tet(A)_6_clust"	"tet(A)_3_AY196695"	33
"123"	"sp185"	166.993320413007	-2.98242581601401	0.562487780635054	-5.30220552106363	1.14411930687376e-07	6.77782070401163e-07	"Aminoglycoside"	"ant(3'')-Ia_1_clust"	"aadA24_1_AM711129"	30
"534"	"sp864"	20.3618697579596	-3.00069496037618	0.746856840631197	-4.01776457967525	5.87528507308839e-05	0.000201371374710474	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-7_1_X75562"	21
"366"	"sp2866"	238.74009280742	-3.00744516438691	0.646674796326506	-4.65062993249616	3.30922676003744e-06	1.40297881349478e-05	"Tetracycline"	"tet(32)_1_clust"	"tet(32)_1_EU722333"	32
"394"	"sp2956"	13.4130095469597	-3.03281971024672	0.852971697850464	-3.5555924280836	0.000377128331205238	0.00111353980444197	"Tetracycline"	"tetA(P)_1_clust"	"tetA(P)_3_AB001076"	19
"357"	"sp2845"	388.542564282384	-3.03356446462822	0.561390321260998	-5.40366363604952	6.52933342344099e-08	4.02069479232945e-07	"Sulphonamide"	"sul1_11_clust"	"sul1_35_AB281182"	33
"556"	"sp948"	153.283627624008	-3.03598699237744	0.689177290666182	-4.4052336510432	1.05669917504962e-05	4.0043337159775e-05	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-101_1_AM412777"	29
"249"	"sp2509"	295.927695920711	-3.04357357192952	0.684067000706543	-4.44923314351657	8.61774299099428e-06	3.38916278973556e-05	"Lincosamide"	"lnu(C)_1"	"lnu(C)_1_AY928180"	29
"358"	"sp2846"	497.835465657929	-3.05547624836516	0.580327214660602	-5.26509212591747	1.40119075141317e-07	8.14605306411634e-07	"Sulphonamide"	"sul1_11_clust"	"sul1_38_BX248359"	31
"157"	"sp2059"	13.4259597646088	-3.06576016386502	0.775712090791232	-3.95218818974179	7.74398006028799e-05	0.000259798040732242	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-130_1_KP207589"	20
"502"	"sp556"	13.800417702642	-3.09873063245642	0.799443319115473	-3.87611048633811	0.000106139503097993	0.000352292818793339	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-57_1_HQ285243"	21
"197"	"sp2217"	13.7802515844147	-3.10574142171776	0.873262012325111	-3.5564829087762	0.000375852920174848	0.0011132858648217	"Betalactam"	"blaCARB-50_1_clust"	"blaCARB-12_1_D13210"	17
"272"	"sp2623"	555.332006926708	-3.13798553065369	0.625551505816121	-5.01635037479407	5.26622532600317e-07	2.70834445337306e-06	"Phenicol"	"catB3_2_clust"	"catB3_2_U13880"	32
"271"	"sp2592"	102.076080204099	-3.19630080836661	0.897059412532455	-3.56308708622014	0.00036651902031922	0.00110130548844893	"Metronidazole"	"nimE_1_clust"	"nimE_1_AM042593"	21
"432"	"sp3066"	205.322325394036	-3.21067831788928	0.790369487929509	-4.06224982988669	4.86020214190452e-05	0.000169113353339131	"Trimethoprim"	"dfrA14_5_clust"	"dfrA14_4_AF393510"	29
"302"	"sp2761"	14.9349075028719	-3.21686485569436	0.941871388326576	-3.41539715035804	0.000636890762782657	0.00174306945603674	"Quinolone"	"qnrVC4_1_clust"	"qnrVC7_1_KM555152"	12
"251"	"sp2511"	59.2049118703854	-3.22468158491663	0.849232704448306	-3.79717074957859	0.000146356979818582	0.000474014301419351	"Lincosamide"	"lnu(F)_1_clust"	"lnu(F)_1_EU118119"	22
"5"	"sp1039"	177.877403604939	-3.24185225841013	0.649261251306807	-4.99313989843851	5.94054940156083e-07	2.9894377633661e-06	"Betalactam"	"blaOXA-209_1"	"blaOXA-209_1_JF268688"	29
"547"	"sp895"	59.9946266035068	-3.25107646363312	0.665662106609466	-4.88397406334634	1.039687568843e-06	4.81756220018342e-06	"Betalactam"	"blaOXA-46_1_clust"	"blaOXA-46_1_AF317511"	28
"376"	"sp2898"	404.023625317044	-3.37566433921567	0.573058857771967	-5.89060668626628	3.847803638893e-09	2.66781052296582e-08	"Tetracycline"	"tet(A)_6_clust"	"tet(A)_5_AJ419171"	33
"64"	"sp1436"	581.336329946395	-3.38030243915679	0.70937960618708	-4.76515311361421	1.88710292681373e-06	8.37122435780876e-06	"Betalactam"	"blaNPS_1_clust"	"blaNPS_1_AY027589"	31
"281"	"sp2645"	236.90484574037	-3.38930276487527	0.725441375585654	-4.67205604607134	2.98199558963478e-06	1.28624325893924e-05	"Phenicol"	"cmlA1_1_clust"	"cml_1_M22614"	29
"370"	"sp2877"	279.595474772691	-3.40945447066589	0.741607874174544	-4.59738170183376	4.27833397440033e-06	1.76410599120648e-05	"Tetracycline"	"tet(36)_1"	"tet(36)_1_AJ514254"	31
"517"	"sp62"	444.298463561278	-3.45915568638303	0.656667868628379	-5.26774013415393	1.38113430877907e-07	8.07963570635757e-07	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_13_DQ176450"	30
"494"	"sp543"	71.6367253290414	-3.46141244765925	0.69081317218573	-5.01063469404811	5.42508112408657e-07	2.77479559133608e-06	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-41_1_AB429270"	27
"435"	"sp3069"	36.6016258666593	-3.4663487485745	0.739310360613711	-4.6886246064468	2.75047415149102e-06	1.19187213231277e-05	"Trimethoprim"	"dfrA15_4_clust"	"dfrA15_3_DQ647028"	24
"247"	"sp2507"	18.3078055662325	-3.47961902902725	0.950121340844364	-3.66228909871128	0.000249971528522826	0.000782519567549717	"Lincosamide"	"lnu(A)_1"	"lnu(A)_1_M14039"	16
"375"	"sp2897"	796.270689858698	-3.51562364205451	0.566427535535411	-6.20666090805666	5.41222029936191e-10	4.15232639360881e-09	"Tetracycline"	"tet(A)_6_clust"	"tet(A)_4_AJ517790"	33
"242"	"sp2479"	293.709175245574	-3.51568058188579	0.712565161303193	-4.93383731454965	8.06296059558178e-07	3.85047505993089e-06	"Macrolide"	"mef(B)_1"	"mef(B)_1_FJ196385"	29
"414"	"sp3000"	18.533402750584	-3.5235337178205	1.00794352109437	-3.49576503452778	0.000472704749825303	0.00134483782929022	"Trimethoprim"	"dfrA31_1_clust"	"dfrA31_1_AB200915"	9
"363"	"sp2850"	67.0117295918162	-3.5508718886674	0.701478983223995	-5.06197900947453	4.14926717260349e-07	2.20695597543606e-06	"Sulphonamide"	"sul4_1"	"sul4_1_MG649393"	29
"161"	"sp2074"	72.4375554327523	-3.56561808871651	0.69901075118739	-5.10094885187345	3.37954892475505e-07	1.82847271304667e-06	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-112_1_KM087837"	27
"377"	"sp2899"	922.685523567633	-3.56565955739254	0.568548227530538	-6.27151644264166	3.57548532166523e-10	2.83614767888022e-09	"Tetracycline"	"tet(A)_6_clust"	"tet(A)_6_AF534183"	33
"280"	"sp2644"	656.862659744178	-3.56945389672595	0.675482771592287	-5.28430042458644	1.26186027839237e-07	7.42830956336641e-07	"Phenicol"	"cmlA1_1_clust"	"cmlA1_2_AB212941"	32
"141"	"sp2039"	73.3435576123909	-3.59400729629669	0.700323479464853	-5.13192460581648	2.86794384253137e-07	1.58801176370924e-06	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-152_1_KY978224"	27
"105"	"sp167"	110.410567710228	-3.65330562827604	0.575585257638687	-6.34711466249773	2.19390617070284e-10	1.80131243489286e-09	"Aminoglycoside"	"aadA4_1_clust"	"aadA4_1_Z50802"	28
"304"	"sp277"	1245.98863133153	-3.65637768231133	0.611730920045342	-5.9771013079416	2.27142955252358e-09	1.66098286028287e-08	"Betalactam"	"blaOXA-347_1"	"blaOXA-347_1_ACWG01000053"	33
"431"	"sp3065"	89.3098134608655	-3.71008867265713	0.866890850238189	-4.27976448434972	1.87091187395659e-05	6.92163444278013e-05	"Trimethoprim"	"dfrA14_5_clust"	"dfrA14_3_Z50804"	24
"270"	"sp2587"	192.634608396181	-3.76073483235916	0.901601382161212	-4.17117243470099	3.03036434605304e-05	0.000108675135168799	"Metronidazole"	"nimA_1"	"nimA_1_X71444"	24
"430"	"sp3064"	287.511556915688	-3.89768125260279	0.838135225417481	-4.65042052213154	3.312588865196e-06	1.40297881349478e-05	"Trimethoprim"	"dfrA14_5_clust"	"dfrA14_1_KF921535"	29
"384"	"sp2908"	159.889921217715	-3.90235530653076	0.481521028806008	-8.10422613568329	5.3082294381077e-16	1.27397506514585e-14	"Tetracycline"	"tet(C)_1_clust"	"tet(C)_1_NC_003123"	31
"468"	"sp51"	202.434548169976	-3.94262145347387	0.71400611892388	-5.52183146471633	3.35484206913095e-08	2.15077546349765e-07	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_2_JF826500"	27
"252"	"sp2512"	52.7119137952965	-3.94789941767589	0.816225792852944	-4.83677366268572	1.31963546402224e-06	5.96704731557882e-06	"Lincosamide"	"lnu(F)_1_clust"	"lnu(F)_2_DQ836009"	23
"385"	"sp2909"	1813.52407029055	-3.95488963790574	0.455674044688746	-8.6792076134316	3.98535619814928e-18	1.43472823133374e-16	"Tetracycline"	"tet(C)_1_clust"	"tet(C)_2_AY046276"	33
"386"	"sp2910"	1433.09332966173	-3.97154345622121	0.449707712590759	-8.8313883552079	1.03384356871172e-18	4.60798847768652e-17	"Tetracycline"	"tet(C)_1_clust"	"tet(C)_3_AF055345"	33
"433"	"sp3067"	39.9045398916391	-3.9980232432929	0.707267091874066	-5.65277713218527	1.57875958206345e-08	1.06310717180676e-07	"Trimethoprim"	"dfrA15_4_clust"	"dfrA15_1_AF156486"	24
"422"	"sp3026"	94.7907452401834	-4.01063414745722	0.851650276855532	-4.70925009531531	2.48629846977688e-06	1.08240714777263e-05	"Trimethoprim"	"dfrA14_5_clust"	"dfrA14_2_Z50805"	24
"417"	"sp3006"	225.759390937395	-4.01327758451341	0.866526959964502	-4.63145149537854	3.63111071146553e-06	1.51728554729095e-05	"Trimethoprim"	"dfrA14_5_clust"	"dfrA14_5_DQ388123"	26
"299"	"sp2757"	50.4286409220854	-4.01462399053859	0.894484662563324	-4.48819768360688	7.18282625028491e-06	2.89118623109056e-05	"Quinolone"	"qnrVC1_1_clust"	"qnrVC3_1_HM015626"	20
"423"	"sp3033"	52.255250917514	-4.02070922348892	0.861336021885438	-4.66799149382806	3.04158489460249e-06	1.30592819327887e-05	"Trimethoprim"	"dfrB1_1_clust"	"dfrB5_1_AY943084"	19
"419"	"sp3017"	40.7940908087837	-4.02737320144071	0.741481136515752	-5.43152482659976	5.58745405139363e-08	3.48657132806963e-07	"Trimethoprim"	"dfrA15_4_clust"	"dfrA15_4_AJ867237"	23
"12"	"sp1078"	870.662951137536	-4.10225600670376	0.604301705599209	-6.78842367760003	1.13365324633726e-11	1.20579481655872e-10	"Betalactam"	"blaOXA-368_1_clust"	"blaOXA-256_1_HE616889"	33
"441"	"sp3084"	28.2515715761087	-4.13815822742685	0.99675383071806	-4.15163513788126	3.30108247648575e-05	0.000117038378711767	"Trimethoprim"	"dfrA7_5_clust"	"dfrA7_3_EU339235"	13
"372"	"sp2894"	370.527470283752	-4.16741295230066	0.591011414909334	-7.05132396290514	1.77223337320286e-12	2.21174724975717e-11	"Tetracycline"	"tet(A)_6_clust"	"tet(A)_1_AJ313332"	32
"439"	"sp3082"	72.6030391824948	-4.18193349963657	0.859528008981084	-4.86538362443126	1.14235012523421e-06	5.24137116283933e-06	"Trimethoprim"	"dfrA7_5_clust"	"dfrA7_1_AB161450"	20
"275"	"sp2629"	397.919160692271	-4.19627169412687	0.828982732718222	-5.06195307635343	4.14983174868319e-07	2.20695597543606e-06	"Phenicol"	"catB8_1"	"catB8_1_AF227506"	29
"266"	"sp2566"	127.824876005604	-4.20235745897034	0.676921842500208	-6.20803938523974	5.36497070700028e-10	4.15009304277047e-09	"Lincosamide"	"lnu(B)_1_clust"	"lnu(B)_2_JQ861959"	29
"250"	"sp2510"	30.7899765619775	-4.26562507437044	0.950953844208195	-4.485627878104	7.26995278940302e-06	2.89560672803457e-05	"Lincosamide"	"lnu(D)_1"	"lnu(D)_1_EF452177"	16
"198"	"sp2251"	132.162736515547	-4.35931804262507	0.725047646955098	-6.01245733426267	1.8273193513637e-09	1.35743723244161e-08	"Betalactam"	"blaCARB-50_1_clust"	"blaCARB-50_1_NG_052478"	30
"60"	"sp1429"	56.0562696970506	-4.39093082982396	0.633613552892179	-6.92998249450507	4.20892699805673e-12	4.98677932934317e-11	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-8_1_JX679208"	26
"438"	"sp3076"	51.8464570555419	-4.40070854370252	0.965273668402905	-4.55902682084317	5.13912084665523e-06	2.10974434757425e-05	"Trimethoprim"	"dfrA21_1_clust"	"dfrA22_5_AJ968952"	19
"164"	"sp2081"	53.1797780615379	-4.411638996598	0.747194086132166	-5.90427450976594	3.54201962435002e-09	2.49272960029445e-08	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-103_1_KF526116"	24
"195"	"sp2211"	68.0606276777862	-4.45307263926563	0.754585377075006	-5.90135029720168	3.60538481343702e-09	2.51838819804258e-08	"Betalactam"	"blaCARB-50_1_clust"	"blaCARB-6_1_AF030945"	26
"440"	"sp3083"	35.9291125402969	-4.49448940612664	0.968378512286664	-4.64125272205147	3.46303267877535e-06	1.46008945375393e-05	"Trimethoprim"	"dfrA7_5_clust"	"dfrA7_2_AJ884724"	15
"193"	"sp2208"	117.278498353646	-4.52352549138873	0.71845588454157	-6.2961771052583	3.05075795804614e-10	2.4616460764924e-09	"Betalactam"	"blaCARB-50_1_clust"	"blaCARB-3_1_S46063"	30
"133"	"sp195"	45.5057716763105	-4.57708160426795	0.857095882725862	-5.34022120105308	9.28332405403002e-08	5.56999443241801e-07	"Aminoglycoside"	"aph(2'')-Ib_2_clust"	"aph(2'')-Ib_1_AF337947"	21
"516"	"sp60"	241.617171995028	-4.60190915355573	0.698640261579689	-6.58695097695972	4.48950432786041e-11	4.16057034740331e-10	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_11_HM367620"	28
"443"	"sp3086"	81.704742017059	-4.71299078651895	0.790988531964352	-5.95835539462834	2.54788956091632e-09	1.83448048385975e-08	"Trimethoprim"	"dfrA7_5_clust"	"dfrA7_5_AJ419170"	25
"55"	"sp1424"	132.3643217772	-4.71937027069195	0.592318533040514	-7.967622161789	1.6175653094744e-15	3.69278324309278e-14	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-3_1_AY536519"	29
"53"	"sp1422"	128.769909252736	-4.76961719036833	0.579740563484488	-8.22715795786464	1.91707583167155e-16	4.84968372552587e-15	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-1_4_AF324834"	29
"519"	"sp67"	288.620226877821	-4.85083854873973	0.695710773122108	-6.97249307635535	3.11372989121922e-12	3.73647586946307e-11	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_19_GQ466184"	28
"171"	"sp2103"	205.948673025063	-4.86446206921825	0.702893588062892	-6.92062376415218	4.49659270062711e-12	5.26101345973372e-11	"Betalactam"	"blaCMY-150_2_clust"	"blaCMY-4_1_LNHZ01000079"	32
"56"	"sp1425"	85.8431078494614	-4.89993975981823	0.615496684634224	-7.96095232053143	1.70720168286809e-15	3.80462089324889e-14	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-4_1_EF136375"	26
